target,timestamp,crmse,rmse,ssim
pm1,12,4.718929e-09,8.293096e-09,0.7017558951492283
pm2p5,12,7.401554e-09,7.5520825e-09,0.93112231297294
pm10,12,3.6414715e-08,3.9830002e-08,0.964603446974159
