target,timestamp,crmse,rmse,ssim
pm1,12,3.0578426e-09,3.0636993e-09,0.9742393925590904
pm2p5,12,6.4876238e-09,7.0688837e-09,0.9702910619490476
pm10,12,2.808248e-08,2.8543706e-08,0.984686495581826
